concurso,dia,mes,ano,premio,num1,num2,num3,num4,num5,num6
519,3,12,2003,18558840.36,9,15,19,22,36,42
520,6,12,2003,21468871.74,9,12,17,32,34,35
521,10,12,2003,24508480.18,15,25,28,32,38,45
522,13,12,2003,28496281.66,6,14,15,25,49,52
523,17,12,2003,34421843.43,28,39,40,44,45,58
524,20,12,2003,42794697.56,19,29,34,41,47,48
525,27,12,2003,20417445.98,8,10,24,26,32,49
526,3,1,2004,1349521.77,3,21,31,36,55,59
527,7,1,2004,2454925.13,6,14,17,26,50,52
528,10,1,2004,3926952.17,8,12,28,31,34,37
529,14,1,2004,5230991.25,1,13,33,38,45,56
530,17,1,2004,7541604.05,1,6,21,25,32,49
531,21,1,2004,9066892.84,1,3,7,18,35,50
532,24,1,2004,11074743.03,4,9,12,13,52,53
533,28,1,2004,12903975.95,13,18,21,27,53,59
534,31,1,2004,15184658.12,3,8,23,31,48,57
535,4,2,2004,7834139.14,6,14,28,47,49,56
536,7,2,2004,1076280.35,14,15,22,23,25,37
537,11,2,2004,2054340.05,3,7,19,34,37,39
538,14,2,2004,1041612.8,3,25,43,45,52,56
539,18,2,2004,5728373.54,6,16,19,47,50,55
540,21,2,2004,7225743.35,4,22,28,30,44,49
541,28,2,2004,9144543.5,13,27,49,52,57,58
542,3,3,2004,711731.71,4,6,19,28,35,49
543,6,3,2004,1836749.58,35,37,42,46,49,54
544,10,3,2004,4929350.89,11,17,33,34,47,56
545,13,3,2004,6409645.53,17,29,35,40,43,57
546,17,3,2004,684598.29,4,5,13,17,46,54
547,20,3,2004,1746857.35,4,13,28,30,53,59
548,24,3,2004,655746.39,14,47,49,51,58,59
549,27,3,2004,5216225.0,8,13,22,46,51,58
550,31,3,2004,6463630.53,16,17,38,39,45,56
551,3,4,2004,8190426.28,12,21,46,48,56,57
552,7,4,2004,9894220.21,9,22,47,49,52,54
553,10,4,2004,11644606.76,4,43,46,53,54,58
554,14,4,2004,20258939.21,15,29,31,42,47,60
555,17,4,2004,23810057.19,5,23,31,33,45,49
556,21,4,2004,520539.87,8,10,17,30,33,45
557,24,4,2004,1656435.01,8,12,18,23,38,49
558,28,4,2004,2632936.06,7,14,31,57,58,59
559,1,5,2004,3707152.54,6,13,17,25,36,53
560,5,5,2004,6433069.85,2,11,18,30,32,58
561,8,5,2004,8188276.67,1,20,36,39,49,55
562,12,5,2004,9881959.48,16,23,35,37,55,57
563,15,5,2004,12014774.5,5,8,23,34,44,51
564,19,5,2004,20397765.64,10,13,20,32,38,49
565,22,5,2004,23314582.63,7,31,34,35,37,45
566,26,5,2004,26805592.27,6,13,17,18,20,37
567,29,5,2004,31380642.06,11,31,38,41,57,58
568,2,6,2004,37620642.34,13,17,22,25,29,41
569,5,6,2004,46663532.7,3,9,14,15,32,57
570,9,6,2004,21431972.38,15,32,33,35,36,51
571,12,6,2004,24124014.99,12,13,14,31,50,51
572,16,6,2004,27148533.16,3,9,16,20,33,60
573,19,6,2004,30737786.41,6,17,22,29,40,59
574,23,6,2004,45420567.88,2,10,17,23,32,44
575,26,6,2004,51474033.04,5,18,21,29,35,48
576,30,6,2004,1079955.77,7,8,18,39,43,52
577,3,7,2004,2585472.5,8,23,24,28,31,47
578,7,7,2004,3982872.62,3,18,23,48,56,58
579,10,7,2004,1175432.13,4,9,15,17,34,39
580,14,7,2004,9592944.81,15,16,18,28,38,47
581,17,7,2004,11781320.02,14,17,25,30,39,52
582,21,7,2004,870027.37,13,29,40,45,51,59
583,24,7,2004,2143769.6,6,7,20,41,43,55
584,28,7,2004,8329175.8,7,8,23,30,32,53
585,31,7,2004,10166807.68,12,24,33,36,39,57
586,4,8,2004,823615.95,11,13,38,39,45,54
587,7,8,2004,2116308.12,2,18,29,30,36,60
588,11,8,2004,3254587.92,11,13,45,46,53,55
589,14,8,2004,9594559.27,6,7,8,13,33,59
590,18,8,2004,11322497.59,4,5,18,25,28,51
591,21,8,2004,13447020.1,1,3,18,34,50,58
592,25,8,2004,15406801.69,13,14,42,47,55,59
593,28,8,2004,17818401.51,1,25,27,29,49,59
594,1,9,2004,27956987.94,10,13,29,47,53,55
595,4,9,2004,31498176.46,1,2,25,43,50,54
596,8,9,2004,34695360.86,11,14,28,43,54,60
597,11,9,2004,39999792.49,22,27,29,40,42,56
598,15,9,2004,46359902.38,5,16,34,38,50,53
599,18,9,2004,15168219.08,4,6,9,23,45,51
600,22,9,2004,17220256.51,16,18,31,34,39,54
601,25,9,2004,19692689.9,10,19,22,29,30,37
602,29,9,2004,22018349.56,7,13,38,46,55,60
603,2,10,2004,24750883.61,4,8,11,12,29,44
604,6,10,2004,8450325.62,15,25,41,46,49,51
605,9,10,2004,10318037.87,4,24,44,49,52,53
606,13,10,2004,11878491.65,6,23,32,35,41,55
607,16,10,2004,1134560.21,6,11,19,27,41,59
608,20,10,2004,2242347.59,6,13,19,24,30,37
609,23,10,2004,8804117.7,2,6,15,58,59,60
610,27,10,2004,10421973.58,25,30,43,45,47,49
611,30,10,2004,12396207.89,16,21,22,33,48,49
612,3,11,2004,13992649.1,15,18,33,50,53,55
613,6,11,2004,16309642.4,6,13,19,44,54,55
614,10,11,2004,25638073.79,12,16,31,48,57,60
615,13,11,2004,28755943.65,5,8,10,27,31,51
616,17,11,2004,31620478.41,2,12,16,24,26,54
617,20,11,2004,35582775.18,3,5,25,33,36,49
618,24,11,2004,950038.98,3,8,10,13,24,60
619,27,11,2004,10960275.81,8,12,14,16,19,46
620,1,12,2004,12742680.43,1,3,13,22,29,32
621,4,12,2004,15046017.24,26,29,31,49,50,57
622,8,12,2004,17171752.86,19,27,29,38,50,59
623,11,12,2004,19826970.07,9,23,30,42,49,55
624,15,12,2004,22375180.08,8,23,34,39,43,52
625,18,12,2004,9935192.23,12,24,32,40,42,59
626,22,12,2004,11872960.59,7,8,18,22,39,49
627,29,12,2004,14669915.47,1,13,19,45,56,58
628,5,1,2005,17373966.13,8,16,22,30,56,58
629,8,1,2005,1104456.38,15,16,39,40,47,51
630,12,1,2005,8811801.94,12,16,20,45,53,60
631,15,1,2005,10579247.17,1,20,28,32,44,47
632,19,1,2005,896214.44,2,19,28,48,51,54
633,22,1,2005,2088308.43,5,11,22,27,46,50
634,26,1,2005,7789137.3,10,13,24,41,42,56
635,29,1,2005,9459506.58,8,20,26,37,42,49
636,2,2,2005,11112246.45,26,28,30,32,34,50
637,5,2,2005,13063669.53,11,18,43,48,52,58
638,12,2,2005,15643218.5,10,11,36,41,42,50
639,16,2,2005,25066531.77,13,35,39,45,51,60
640,19,2,2005,28229924.76,12,19,42,46,59,60
641,23,2,2005,31923289.19,1,9,13,17,33,34
642,26,2,2005,1115180.94,17,36,40,44,51,56
643,2,3,2005,2239011.24,14,24,37,40,42,45
644,5,3,2005,11328156.7,14,27,29,31,34,57
645,9,3,2005,13192071.41,3,24,48,52,53,54
646,12,3,2005,15415049.93,10,13,32,47,49,60
647,16,3,2005,17603353.15,11,12,14,19,54,56
648,19,3,2005,1083598.83,5,23,29,42,45,48
649,23,3,2005,6720868.06,9,24,33,41,48,54
650,26,3,2005,7955241.21,10,24,25,29,53,59
651,30,3,2005,9522864.81,26,28,39,45,48,60
652,2,4,2005,11487633.94,10,18,20,24,56,57
653,6,4,2005,13429397.87,5,9,19,24,31,34
654,9,4,2005,15767596.35,6,10,11,40,41,56
655,13,4,2005,7808614.22,1,26,37,39,43,48
656,16,4,2005,9573736.75,35,36,37,46,51,59
657,20,4,2005,11354235.39,16,20,33,58,59,60
658,23,4,2005,999190.32,3,6,11,20,36,41
659,27,4,2005,7004050.46,14,29,34,40,51,52
660,30,4,2005,8704277.05,5,11,38,46,53,54
661,4,5,2005,10398923.36,4,27,36,40,42,55
662,7,5,2005,12469215.44,4,18,23,25,56,60
663,11,5,2005,14445995.2,1,27,30,49,51,55
664,14,5,2005,23857740.39,1,12,36,38,55,59
665,18,5,2005,26622098.55,7,8,18,25,47,48
666,21,5,2005,30250022.18,7,16,26,29,45,55
667,25,5,2005,34263173.55,1,4,5,16,23,49
668,28,5,2005,1020967.19,1,2,14,33,49,56
669,1,6,2005,2170216.15,7,24,27,40,41,49
670,4,6,2005,10792198.93,22,37,42,48,58,59
671,8,6,2005,12739685.49,9,16,27,38,39,51
672,11,6,2005,15033880.01,24,28,34,38,43,53
673,15,6,2005,17241869.86,6,11,20,34,37,40
674,18,6,2005,27769536.63,18,22,29,32,38,42
675,22,6,2005,30839224.48,24,25,30,42,43,50
676,25,6,2005,34471676.39,9,15,32,41,42,49
677,29,6,2005,38657818.81,8,10,25,32,48,55
678,2,7,2005,44355495.36,14,31,40,42,44,46
679,6,7,2005,51890452.61,3,21,25,37,54,58
680,9,7,2005,19623257.97,2,3,5,22,26,44
681,13,7,2005,22194175.2,21,25,38,53,58,59
682,16,7,2005,24996965.62,4,27,36,37,47,60
683,20,7,2005,27715795.78,2,11,12,35,40,43
684,23,7,2005,40669733.33,17,19,33,37,40,50
685,27,7,2005,44331219.78,5,12,27,33,43,56
686,30,7,2005,1251986.54,4,5,15,26,33,54
687,3,8,2005,2518128.16,1,7,14,41,48,59
688,6,8,2005,4108867.61,11,21,30,35,47,52
689,10,8,2005,12298361.58,6,7,31,49,51,60
690,13,8,2005,14381378.18,8,12,15,41,47,53
691,17,8,2005,16330873.12,8,16,37,50,55,58
692,20,8,2005,18612740.26,11,18,33,57,58,60
693,24,8,2005,20982752.64,13,14,17,31,41,50
694,27,8,2005,31925755.05,15,19,29,37,41,53
695,31,8,2005,34880737.54,6,11,13,21,40,52
696,3,9,2005,38502604.98,9,16,34,37,53,57
697,10,9,2005,1575200.44,28,31,32,35,51,53
698,14,9,2005,2805890.89,8,12,22,27,43,55
699,19,9,2005,12141821.41,17,23,48,50,53,54
700,21,9,2005,13810515.56,2,3,14,24,31,40
701,24,9,2005,15838891.81,1,13,23,31,48,60
702,28,9,2005,17719825.24,1,18,45,56,57,58
703,1,10,2005,20037455.42,2,11,24,27,30,45
704,5,10,2005,29484065.62,2,4,18,27,34,50
705,8,10,2005,32452771.1,3,11,13,15,26,43
706,15,10,2005,36334914.54,2,7,10,17,22,60
707,19,10,2005,39839951.44,1,8,10,36,43,51
708,22,10,2005,1172271.79,7,9,13,39,45,47
709,26,10,2005,11276978.0,4,6,9,22,29,44
710,29,10,2005,13081573.14,5,25,34,39,46,49
711,5,11,2005,15586402.01,5,10,33,40,41,59
712,9,11,2005,17644136.19,7,8,35,43,53,58
713,12,11,2005,20040586.54,1,12,16,26,46,54
714,16,11,2005,29611134.96,7,8,17,35,39,53
715,19,11,2005,32477427.99,4,12,24,33,36,54
716,23,11,2005,945382.75,2,7,16,29,32,50
717,26,11,2005,1065855.06,6,17,23,28,35,41
718,30,11,2005,2053079.87,7,21,33,35,39,58
719,3,12,2005,8649484.79,3,32,37,39,47,53
720,7,12,2005,10247549.36,12,31,44,51,54,56
721,10,12,2005,12157688.32,3,14,23,25,36,55
722,14,12,2005,14047415.26,9,18,36,44,57,60
723,17,12,2005,16211920.28,1,6,16,36,50,52
724,21,12,2005,25450246.43,17,27,34,48,51,55
725,31,12,2005,31631975.26,3,9,35,37,41,49
726,4,1,2006,946893.69,1,5,7,37,40,47
727,7,1,2006,2216072.86,4,12,14,30,42,59
728,11,1,2006,3431622.25,8,13,24,32,42,44
729,14,1,2006,4969519.9,5,18,33,43,56,57
730,18,1,2006,9358249.67,2,15,16,45,50,54
731,21,1,2006,11137662.34,6,15,16,23,28,35
732,25,1,2006,12799611.64,6,17,19,49,50,53
733,28,1,2006,14762139.6,2,12,26,31,43,46
734,1,2,2006,16726569.98,27,29,43,44,45,54
735,4,2,2006,7826853.28,9,15,38,40,42,52
736,8,2,2006,9417386.79,1,21,38,41,49,56
737,11,2,2006,11547995.59,11,12,24,32,33,38
738,15,2,2006,13745772.39,14,15,26,30,42,54
739,18,2,2006,23305073.75,6,10,35,45,49,56
740,22,2,2006,26132814.65,12,16,28,29,47,50
741,25,2,2006,1145248.54,24,26,27,36,39,59
742,1,3,2006,1766454.86,2,7,17,34,41,50
743,4,3,2006,3211524.66,20,23,25,32,54,60
744,8,3,2006,9937380.49,4,12,23,26,39,46
745,11,3,2006,11955163.21,2,16,21,37,43,57
746,15,3,2006,13991363.16,1,10,12,25,49,57
747,18,3,2006,1213104.4,2,3,12,21,23,56
748,22,3,2006,2389018.77,1,2,7,19,35,51
749,25,3,2006,9429097.84,4,24,47,48,50,57
750,29,3,2006,11040828.28,10,17,33,42,54,58
751,1,4,2006,13012035.71,4,7,20,25,38,50
752,5,4,2006,14971892.19,4,23,24,25,29,42
753,8,4,2006,17388228.32,2,7,22,35,43,59
754,12,4,2006,7463330.98,3,4,13,34,42,50
755,15,4,2006,8777742.92,4,12,30,47,49,59
756,19,4,2006,10414179.09,5,27,37,38,41,50
757,22,4,2006,12082632.69,12,17,18,30,32,58
758,26,4,2006,13941260.58,1,23,36,43,47,59
759,29,4,2006,22265544.19,30,31,39,45,48,59
760,3,5,2006,24506255.18,12,17,44,45,46,60
761,6,5,2006,27512048.76,13,17,27,29,40,56
762,10,5,2006,30932491.92,9,12,21,37,39,54
763,13,5,2006,35086525.19,1,9,26,40,47,48
764,18,5,2006,40539530.9,3,7,45,47,53,55
765,21,5,2006,14740248.65,3,10,16,30,37,50
766,24,5,2006,16598769.93,1,19,24,42,50,58
767,27,5,2006,18803331.88,15,22,32,38,50,54
768,31,5,2006,21024430.31,4,8,30,33,37,59
769,3,6,2006,7808149.6,12,16,20,21,29,50
770,7,6,2006,9438882.88,4,12,25,34,35,48
771,10,6,2006,11260979.64,14,21,29,34,46,47
772,14,6,2006,12817492.36,10,35,38,51,52,60
773,17,6,2006,14487644.71,3,5,14,29,34,51
774,21,6,2006,16319071.08,5,10,37,46,54,58
775,24,6,2006,7421108.15,12,27,42,46,47,50
776,28,6,2006,8748382.29,3,15,35,41,57,60
777,1,7,2006,10252923.38,2,14,23,28,50,56
778,5,7,2006,11825302.87,20,31,36,37,45,51
779,8,7,2006,19016906.07,25,26,29,36,52,54
780,12,7,2006,21030186.72,7,10,28,50,51,59
781,15,7,2006,23318185.27,8,10,13,39,54,56
782,19,7,2006,25654326.84,2,11,23,35,42,59
783,22,7,2006,28244624.32,4,8,21,32,43,48
784,26,7,2006,8240695.17,8,27,37,42,53,56
785,29,7,2006,9770979.43,5,8,17,35,37,48
786,2,8,2006,854527.84,10,11,26,27,31,41
787,5,8,2006,2039100.64,20,31,34,37,54,60
788,9,8,2006,3206981.5,17,19,29,31,44,57
789,12,8,2006,9027559.48,6,31,38,39,50,60
790,16,8,2006,10483439.1,2,6,19,22,28,43
791,19,8,2006,12212213.94,9,14,19,35,42,58
792,23,8,2006,887300.41,9,29,34,43,45,56
793,26,8,2006,2014302.06,3,15,16,33,51,57
794,30,8,2006,7393144.45,3,38,42,47,55,56
795,2,9,2006,8860028.16,14,21,26,29,36,48
796,6,9,2006,10256514.12,5,19,24,34,39,43
797,9,9,2006,11707935.01,6,12,47,48,52,58
798,13,9,2006,13355239.88,3,4,9,29,32,52
799,16,9,2006,20861429.08,19,29,35,42,55,57
800,20,9,2006,22895125.15,1,7,11,37,38,56
801,23,9,2006,25374360.34,11,19,20,22,42,48
802,27,9,2006,27890287.63,6,14,18,24,48,60
803,30,9,2006,30927687.9,3,5,10,21,28,57
804,4,10,2006,34172202.25,3,13,37,47,56,59
805,7,10,2006,11073179.39,2,30,36,43,48,60
806,12,10,2006,12693574.74,18,26,35,41,47,60
807,14,10,2006,14345789.99,2,8,27,32,49,56
808,18,10,2006,16228138.27,2,15,21,31,46,57
809,21,10,2006,24143857.18,5,11,15,23,25,30
810,25,10,2006,26441472.82,1,4,5,33,37,48
811,28,10,2006,29195804.78,10,28,32,41,47,57
812,1,11,2006,967199.74,11,13,38,39,54,57
813,4,11,2006,2069459.59,9,15,23,45,46,56
814,8,11,2006,9203290.18,2,8,11,41,46,50
815,11,11,2006,10921121.58,9,19,37,39,50,57
816,16,11,2006,12380394.81,20,21,30,40,47,52
817,18,11,2006,14004110.17,10,29,30,34,43,52
818,22,11,2006,15715920.16,8,9,22,25,41,44
819,25,11,2006,23874662.7,5,19,25,46,51,58
820,29,11,2006,26092640.76,10,17,21,32,45,46
821,2,12,2006,1130724.8,4,29,33,36,38,42
822,6,12,2006,2212009.51,4,10,17,27,41,52
823,9,12,2006,3566468.83,1,15,26,51,54,59
824,13,12,2006,10044004.79,6,7,9,20,33,48
825,16,12,2006,11814295.88,10,21,28,40,41,47
826,19,12,2006,12907689.09,6,7,8,27,45,53
827,21,12,2006,14636725.67,18,24,30,42,51,56
828,23,12,2006,16672542.56,23,28,38,42,50,53
829,31,12,2006,30306455.18,10,14,32,47,50,56
830,3,1,2007,34276670.77,2,13,41,49,51,53
831,6,1,2007,40770541.92,3,32,33,42,48,50
832,10,1,2007,52807317.17,15,17,23,33,39,49
833,13,1,2007,1358616.66,13,16,46,53,57,58
834,17,1,2007,2820323.56,10,16,17,34,44,51
835,20,1,2007,20109130.83,18,31,33,49,57,58
836,24,1,2007,22459069.62,17,22,28,38,52,59
837,27,1,2007,25067473.09,5,6,16,24,34,60
838,31,1,2007,1166414.58,9,23,30,38,44,47
839,3,2,2007,9548388.11,7,8,11,18,37,43
840,7,2,2007,11457118.69,17,29,31,35,43,59
841,10,2,2007,13644549.97,7,22,32,36,38,51
842,14,2,2007,15792837.51,7,9,30,44,51,60
843,17,2,2007,18162628.75,1,16,34,36,45,48
844,24,2,2007,29460722.37,16,24,34,44,54,57
845,28,2,2007,32541798.04,14,19,20,40,48,52
846,3,3,2007,36074973.92,2,3,44,47,50,54
847,7,3,2007,40484388.84,14,15,27,42,44,48
848,10,3,2007,1351049.04,17,27,32,34,47,56
849,14,3,2007,10859511.56,8,9,39,44,49,58
850,17,3,2007,12843555.94,7,22,25,44,59,60
851,21,3,2007,14898937.32,3,16,19,32,35,58
852,24,3,2007,1179766.12,6,14,23,34,38,44
853,28,3,2007,2467562.79,30,38,46,51,56,59
854,31,3,2007,9795115.03,3,17,24,25,27,44
855,4,4,2007,11546909.14,3,24,31,42,43,53
856,7,4,2007,13209593.04,11,15,40,41,42,47
857,11,4,2007,15337557.86,2,3,17,49,50,59
858,14,4,2007,17779075.48,4,18,23,31,37,54
859,18,4,2007,7624012.41,9,12,34,46,47,57
860,23,4,2007,9295079.41,2,8,17,22,42,44
861,25,4,2007,10840760.96,39,40,42,47,59,60
862,28,4,2007,1152211.3,2,8,11,12,19,35
863,2,5,2007,830178.33,15,24,32,50,53,57
864,5,5,2007,6807400.0,8,11,31,33,42,57
865,9,5,2007,8347183.58,23,26,27,41,51,53
866,12,5,2007,10212715.83,5,27,36,40,46,48
867,16,5,2007,12060144.51,10,19,26,28,44,54
868,19,5,2007,14156101.29,21,22,25,40,51,57
869,23,5,2007,16192436.64,27,29,42,49,50,51
870,26,5,2007,8272810.82,8,21,34,40,43,52
871,30,5,2007,10016284.93,1,5,10,17,47,58
872,2,6,2007,12106777.43,5,18,31,43,55,58
873,6,6,2007,14303522.62,4,19,30,34,57,59
874,9,6,2007,23535080.88,10,20,42,44,52,59
875,13,6,2007,26631943.24,18,20,24,36,53,58
876,16,6,2007,1534014.85,4,8,12,41,45,60
877,20,6,2007,3277722.23,13,15,20,28,31,36
878,23,6,2007,5008543.3,11,12,37,38,43,54
879,27,6,2007,13767454.24,10,28,29,35,42,46
880,30,6,2007,16033853.7,25,30,37,46,49,51
881,4,7,2007,18517686.08,4,18,24,43,51,56
882,7,7,2007,21492982.24,17,41,42,44,45,60
883,11,7,2007,1180711.67,21,32,37,52,53,60
884,14,7,2007,10204577.3,2,11,12,14,22,39
885,18,7,2007,12050926.17,4,13,31,33,47,51
886,21,7,2007,14224834.41,17,33,37,50,55,59
887,25,7,2007,16421104.66,1,12,21,32,34,44
888,28,7,2007,18947548.96,24,40,50,52,54,60
889,1,8,2007,8190614.89,20,24,34,39,54,60
890,4,8,2007,10159508.19,7,9,17,21,22,54
891,8,8,2007,12378266.6,15,16,19,22,34,35
892,11,8,2007,15031644.65,1,19,42,44,49,52
893,15,8,2007,17741499.79,3,18,26,51,53,56
894,18,8,2007,30139459.45,20,24,28,37,41,44
895,22,8,2007,34353506.77,2,41,43,55,57,58
896,25,8,2007,39670465.09,5,11,22,31,35,41
897,29,8,2007,46355633.71,7,21,22,43,46,57
898,1,9,2007,55564107.66,3,4,8,30,45,54
899,5,9,2007,20867361.42,18,20,36,53,54,58
900,8,9,2007,23334752.92,4,18,21,34,38,59
901,12,9,2007,1641698.41,13,16,32,33,34,56
902,15,9,2007,3692969.85,18,23,50,52,55,58
903,19,9,2007,5792054.3,5,17,20,32,41,55
904,22,9,2007,15768458.93,32,44,48,51,53,59
905,26,9,2007,18405503.18,2,4,15,16,55,57
906,29,9,2007,1583115.71,7,14,24,29,35,39
907,3,10,2007,1403531.54,9,36,37,41,51,53
908,6,10,2007,3222281.26,1,9,19,25,50,52
909,10,10,2007,11605715.34,17,22,26,28,38,42
910,13,10,2007,13593997.94,3,15,27,29,36,53
911,17,10,2007,15981772.55,1,6,28,29,46,49
912,20,10,2007,1455212.96,4,19,21,26,29,54
913,24,10,2007,2915782.13,14,30,36,38,46,59
914,27,10,2007,7590419.67,9,12,23,33,45,51
915,31,10,2007,9448268.16,17,20,26,28,48,49
916,3,11,2007,1171341.29,5,28,33,36,37,38
917,7,11,2007,2680091.97,23,25,30,46,47,59
918,10,11,2007,4473550.36,4,8,12,38,44,52
919,14,11,2007,12153032.42,3,25,31,41,43,60
920,17,11,2007,14235226.59,5,17,24,52,55,57
921,21,11,2007,16556605.48,1,9,35,41,48,57
922,24,11,2007,19370014.34,12,13,19,41,45,49
923,28,11,2007,22420857.89,2,15,39,50,53,57
924,1,12,2007,35717127.33,2,20,21,27,51,60
925,5,12,2007,40628613.64,8,22,36,37,46,52
926,8,12,2007,1495186.73,21,33,34,40,41,59
927,12,12,2007,3110971.95,19,23,26,31,33,36
928,15,12,2007,5077029.42,4,10,32,33,49,60
929,19,12,2007,9414519.05,16,27,35,39,49,57
930,22,12,2007,11758079.4,20,28,37,46,49,55
931,31,12,2007,15785742.06,7,17,19,34,36,39
932,5,1,2008,19685655.01,2,17,21,36,42,53
933,9,1,2008,1352761.06,8,14,25,39,45,51
934,12,1,2008,12508366.08,1,3,21,25,44,48
935,16,1,2008,14803274.65,7,13,18,29,31,45
936,19,1,2008,17398275.78,5,14,22,29,33,44
937,23,1,2008,1274477.8,2,21,22,30,41,52
938,26,1,2008,2871982.33,15,27,35,50,57,59
939,30,1,2008,11264174.77,6,19,23,37,49,50
940,2,2,2008,13483573.63,5,25,31,33,37,51
941,6,2,2008,14791945.07,10,11,15,27,53,60
942,9,2,2008,17460716.85,5,8,18,42,52,59
943,13,2,2008,20498366.41,3,12,23,41,47,58
944,16,2,2008,9017085.0,16,37,43,52,58,59
945,20,2,2008,11076748.93,4,8,27,44,54,59
946,23,2,2008,13496546.46,1,5,12,47,52,59
947,27,2,2008,16035424.27,3,5,11,14,33,58
948,1,3,2008,1426806.41,22,41,44,46,52,54
949,5,3,2008,10111849.01,1,23,41,44,51,52
950,8,3,2008,12377708.64,23,41,42,48,49,59
951,12,3,2008,14815050.33,14,24,34,39,49,55
952,15,3,2008,17574870.51,2,11,18,27,30,54
953,19,3,2008,20509951.37,1,16,39,42,48,55
954,22,3,2008,9334367.34,5,8,18,24,33,57
955,26,3,2008,11357927.84,5,12,21,32,33,35
956,29,3,2008,1385109.95,46,47,51,54,57,59
957,2,4,2008,1270385.5,24,25,32,34,50,57
958,5,4,2008,2934615.42,7,13,22,33,48,51
959,9,4,2008,6756745.86,3,5,11,33,39,57
960,12,4,2008,8711201.48,6,18,19,33,34,53
961,16,4,2008,10884250.08,2,4,16,21,36,53
962,19,4,2008,13272508.39,2,11,40,48,49,55
963,23,4,2008,1064165.04,15,17,37,48,50,59
964,26,4,2008,9139860.1,8,13,20,26,33,42
965,30,4,2008,11128162.61,5,30,36,39,57,58
966,3,5,2008,13169290.24,1,4,26,28,41,58
967,7,5,2008,15680353.75,5,13,14,18,30,57
968,10,5,2008,18568330.65,1,4,13,30,51,60
969,14,5,2008,21823614.22,13,25,35,41,50,56
970,17,5,2008,11137403.28,5,21,28,34,54,57
971,21,5,2008,1329260.36,4,11,14,33,44,45
972,24,5,2008,2737307.25,15,18,31,33,34,56
973,28,5,2008,1239792.94,1,8,30,36,47,53
974,31,5,2008,8440373.33,12,16,20,31,38,45
975,4,6,2008,10865043.23,9,30,33,37,40,41
976,7,6,2008,13604340.57,14,23,25,28,38,53
977,11,6,2008,16584111.63,3,5,7,9,17,32
978,14,6,2008,1596346.74,12,16,18,27,42,58
979,18,6,2008,11484484.11,3,15,28,31,39,51
980,21,6,2008,13956888.71,15,17,29,35,36,59
981,25,6,2008,16572825.97,1,8,34,41,53,58
982,28,6,2008,19657775.24,8,12,24,40,43,49
983,2,7,2008,24038180.79,16,22,32,38,40,45
984,5,7,2008,11966686.94,4,10,20,43,46,47
985,9,7,2008,14489938.27,4,16,18,46,56,59
986,12,7,2008,17649132.28,6,15,19,24,31,32
987,16,7,2008,21265623.87,13,27,31,34,47,58
988,19,7,2008,25323903.99,8,17,46,48,56,60
989,23,7,2008,44005353.43,2,21,27,29,32,38
990,26,7,2008,53172281.02,2,10,15,18,29,39
991,30,7,2008,1689908.71,8,9,15,38,41,60
992,2,8,2008,3844685.43,1,4,6,8,25,28
993,6,8,2008,6166992.8,5,24,25,26,42,60
994,9,8,2008,21402602.8,3,20,29,40,44,58
995,13,8,2008,24901410.33,4,16,31,36,54,55
996,16,8,2008,28916515.34,7,15,20,21,23,29
997,20,8,2008,1649230.73,9,17,18,32,53,55
998,23,8,2008,3690945.05,3,4,21,22,28,32
999,27,8,2008,14203313.76,18,24,36,44,55,58
1000,30,8,2008,17409498.46,29,38,39,49,53,58
1001,3,9,2008,20948817.14,12,15,27,37,51,60
1002,6,9,2008,24880988.57,3,7,25,31,40,58
1003,10,9,2008,1609524.9,5,10,16,23,26,27
1004,13,9,2008,10552054.8,29,40,43,44,45,47
1005,17,9,2008,12989451.54,4,6,12,37,41,42
1006,20,9,2008,1675260.09,2,4,17,33,48,55
1007,24,9,2008,1482420.65,4,27,36,37,49,52
1008,27,9,2008,3337751.69,7,13,15,34,42,48
1009,1,10,2008,5183651.22,1,6,12,29,34,58
1010,4,10,2008,7920807.17,2,3,13,37,46,54
1011,8,10,2008,10210432.01,2,11,21,30,35,52
1012,11,10,2008,12923432.48,14,19,40,47,55,58
1013,15,10,2008,15668367.92,7,9,12,19,20,41
1014,18,10,2008,8859049.04,8,9,25,41,57,60
1015,22,10,2008,11110589.81,3,8,17,26,28,49
1016,25,10,2008,13814409.97,5,9,11,20,25,60
1017,29,10,2008,1457677.69,6,19,31,34,51,56
1018,1,11,2008,3357381.15,9,24,44,51,55,58
1019,5,11,2008,11835965.99,4,13,23,29,46,47
1020,8,11,2008,14716218.54,1,2,19,32,39,52
1021,12,11,2008,17819642.97,2,33,42,43,51,55
1022,16,11,2008,1219024.12,5,21,31,39,40,56
1023,19,11,2008,3012691.11,2,7,8,18,40,45
1024,22,11,2008,12026299.1,18,22,28,29,39,53
1025,26,11,2008,14788169.28,10,27,28,29,40,52
1026,29,11,2008,18109910.47,6,10,17,33,51,53
1027,3,12,2008,22036323.69,18,20,33,44,47,60
1028,6,12,2008,26828477.85,20,26,34,51,52,54
1029,10,12,2008,32271347.11,5,16,17,20,24,32
1030,13,12,2008,15656941.29,1,8,23,37,54,57
1031,17,12,2008,19067463.74,24,33,40,43,46,49
1032,20,12,2008,1991549.91,15,16,26,29,43,57
1033,24,12,2008,4080441.78,5,6,17,33,39,54
1034,27,12,2008,29557027.04,1,3,18,20,42,49
